rank,word,training_frequency
1,language,7872
2,s,5703
3,university,5589
4,e,4025
5,mail,3524
6,linguistic,3142
7,one,2890
8,address,2880
9,de,2849
10,information,2839
11,conference,2356
12,t,2323
13,send,2248
14,order,2248
15,d,2242
16,please,2109
17,english,2092
18,work,2087
19,include,2060
20,email,2004
21,n,1951
22,program,1924
23,paper,1907
24,name,1846
25,workshop,1843
26,http,1832
27,edu,1814
28,list,1801
29,word,1793
30,our,1759
31,fax,1725
32,follow,1683
33,research,1649
34,papers,1593
35,report,1545
36,call,1540
37,system,1498
38,m,1496
39,www,1482
40,abstract,1450
41,interest,1406
42,us,1393
43,c,1375
44,form,1338
45,submission,1331
46,first,1319
47,receive,1304
48,study,1290
49,theory,1277
50,book,1276
51,number,1276
52,two,1242
53,uk,1175
54,linguistics,1171
55,session,1140
56,free,1133
57,page,1109
58,l,1108
59,o,1100
60,text,1090
61,case,1066
62,grammar,1052
63,speech,1049
64,com,1048
65,th,1042
66,each,1040
67,process,1038
68,state,1034
69,available,1023
70,p,1019
71,web,1013
72,science,1012
73,u,1007
74,question,1006
75,many,1005
76,author,1004
77,student,984
78,day,983
79,copy,970
80,write,969
81,usa,966
82,issue,964
83,between,960
84,money,939
85,b,937
86,g,933
87,linguist,926
88,computer,923
89,base,918
90,most,911
91,analysis,906
92,over,905
93,registration,904
94,speaker,903
95,ac,898
96,provide,893
97,contact,891
98,those,889
99,international,887
100,department,885
101,here,865
102,example,855
103,must,847
104,discourse,845
105,need,840
106,reference,838
107,structure,811
108,even,810
109,area,810
110,site,810
111,j,809
112,learn,807
113,different,804
114,business,802
115,world,798
116,syntax,794
117,discussion,792
118,h,792
119,present,781
120,internet,769
121,r,767
122,part,762
123,where,760
124,john,758
125,topic,753
126,application,745
127,both,741
128,submit,735
129,read,732
130,la,731
131,check,731
132,invite,729
133,place,727
134,want,723
135,etc,718
136,subject,717
137,special,715
138,course,709
139,change,707
140,phone,706
141,below,705
142,much,703
143,type,698
144,level,694
145,approach,690
146,v,690
147,before,668
148,second,667
149,x,665
150,teach,664
151,committee,656
152,further,655
153,general,654
154,title,653
155,letter,653
156,same,652
157,within,650
158,re,644
159,school,641
160,publish,641
161,point,640
162,after,638
163,problem,633
164,software,630
165,datum,624
166,post,623
167,offer,617
168,semantic,616
169,note,614
170,line,611
171,non,602
172,html,601
173,week,600
174,start,599
175,acquisition,596
176,development,596
177,pp,596
178,relate,595
179,review,593
180,thank,592
181,verb,592
182,deadline,584
183,technology,583
184,through,581
185,speak,579
186,position,575
187,model,572
188,minute,569
189,natural,567
190,institute,565
191,method,564
192,le,564
193,possible,563
194,file,563
195,field,562
196,message,559
197,aspect,557
198,show,556
199,translation,554
200,member,553
201,service,551
202,break,551
203,chair,550
204,presentation,549
205,hold,549
206,tel,548
207,accept,548
208,knowledge,543
209,best,542
210,help,541
211,term,541
212,mean,540
213,cognitive,539
214,result,535
215,three,531
216,communication,530
217,own,530
218,market,529
219,group,528
220,home,528
221,computational,528
222,publication,527
223,lexical,527
224,full,526
225,resource,524
226,german,523
227,ed,520
228,american,519
229,ask,516
230,apply,516
231,phonology,515
232,press,511
233,feature,511
234,detail,508
235,seem,507
236,mark,507
237,card,507
238,june,506
239,corpus,504
240,product,503
241,every,502
242,french,502
243,account,501
244,ca,500
245,human,500
246,require,499
247,experience,495
248,k,494
249,f,493
250,important,491
251,participant,485
252,focus,484
253,response,483
254,link,482
255,fee,481
256,meet,480
257,social,478
258,per,478
259,dr,478
260,date,477
261,talk,474
262,least,469
263,since,469
264,context,468
265,st,465
266,set,465
267,request,462
268,japanese,460
269,et,458
270,volume,457
271,credit,454
272,pay,453
273,european,452
274,anyone,450
275,above,450
276,august,449
277,is,449
278,construction,447
279,child,444
280,cost,443
281,remove,443
282,however,442
283,ll,439
284,tell,437
285,proposal,437
286,price,433
287,a,433
288,spanish,432
289,sentence,432
290,hour,429
291,box,428
292,consider,426
293,rule,426
294,person,425
295,canada,424
296,journal,424
297,format,424
298,several,420
299,summary,420
300,under,419
301,back,416
302,march,416
303,fact,415
304,electronic,415
305,limit,415
306,programme,414
307,opportunity,414
308,section,413
309,syntactic,411
310,another,411
311,understand,410
312,project,409
313,either,408
314,while,408
315,theoretical,408
316,right,406
317,support,405
318,few,405
319,contain,405
320,version,405
321,long,405
322,try,404
323,let,402
324,w,402
325,july,400
326,open,396
327,city,394
328,april,394
329,why,393
330,thing,390
331,article,389
332,little,388
333,four,386
334,logic,383
335,vium,383
336,germany,382
337,semantics,379
338,standard,379
339,york,379
340,society,378
341,plan,378
342,end,377
343,add,376
344,evaluation,375
345,current,375
346,description,374
347,without,373
348,content,372
349,room,371
350,education,371
351,final,370
352,single,369
353,france,369
354,view,368
355,develop,368
356,college,367
357,sound,367
358,query,366
359,en,366
360,whether,366
361,cd,366
362,machine,366
363,particular,365
364,wish,364
365,complete,364
366,advance,364
367,main,362
368,sign,360
369,great,358
370,national,358
371,object,355
372,still,355
373,reason,355
374,million,355
375,win,354
376,discuss,353
377,vowel,353
378,dialect,352
379,today,352
380,code,352
381,bulk,352
382,david,351
383,source,350
384,morphology,350
385,major,349
386,involve,349
387,nl,349
388,theme,347
389,affiliation,347
390,various,347
391,native,347
392,search,346
393,allow,346
394,representation,346
395,month,345
396,reply,343
397,less,342
398,researcher,342
399,ve,342
400,center,341
401,company,341
402,organize,340
403,chinese,338
404,teacher,337
405,y,337
406,again,337
407,become,334
408,individual,334
409,specific,333
410,association,332
411,symposium,331
412,access,331
413,answer,330
414,constraint,330
415,due,328
416,leave,328
417,really,326
418,hear,325
419,rather,325
420,plus,325
421,acl,325
422,off,324
423,life,324
424,put,323
425,grammatical,323
426,together,323
427,old,322
428,professor,321
429,hard,320
430,kind,320
431,history,319
432,believe,319
433,better,319
434,net,319
435,original,318
436,bring,318
437,london,318
438,movement,317
439,argument,316
440,build,315
441,coffee,314
442,idea,313
443,appear,313
444,sell,313
445,hotel,311
446,lunch,311
447,domain,311
448,lexicon,311
449,relation,311
450,directory,311
451,never,310
452,tutorial,310
453,phenomenon,309
454,comparative,309
455,office,308
456,sure,308
457,future,308
458,dept,306
459,formal,306
460,wide,305
461,real,305
462,easy,304
463,pragmatic,303
464,begin,303
465,noun,303
466,academic,302
467,evidence,301
468,country,301
469,down,300
470,contribution,300
471,modern,299
472,ever,299
473,move,298
474,japan,298
475,role,297
476,concern,297
477,length,297
478,au,296
479,claim,296
480,rate,296
481,welcome,295
482,deal,294
483,describe,294
484,until,294
485,material,294
486,user,294
487,phrase,294
488,september,293
489,mention,293
490,dictionary,293
491,print,293
492,californium,293
493,next,292
494,interaction,291
495,recent,290
496,man,290
497,simple,288
498,editor,288
499,too,287
500,cambridge,286
501,aim,285
502,category,284
503,benjamin,284
504,centre,282
505,tool,282
506,co,282
507,design,281
508,additional,281
509,netherland,281
510,cover,280
